sourceId,sourceType,destinationId,destinationType,action,processName,timestamp,pid0,pid1
graph_head,process,smss.exe,process,start,graph_head,-1,-1,712.0
$usnjrnl:$j,file,smss.exe,process,read,smss.exe,1558045600291000000,712,
smss.exe,process,pictures,file,write,smss.exe,1558045819603000000,712,
common files,file,smss.exe,process,read,smss.exe,1558046957405000000,712,
microsoft shared,file,smss.exe,process,read,smss.exe,1558046957405000001,712,
file_root,file,smss.exe,process,read,smss.exe,1558046957405000002,712,
program files (x86),file,smss.exe,process,read,smss.exe,1558046957405000003,712,
file_root,file,smss.exe,process,read,smss.exe,1558046957405000004,712,
cultures,file,smss.exe,process,read,smss.exe,1558046957406000000,712,
office15,file,smss.exe,process,read,smss.exe,1558046957406000001,712,
office15,file,smss.exe,process,read,smss.exe,1558046957406000002,712,
microsoft office,file,smss.exe,process,read,smss.exe,1558046957406000003,712,
1033,file,smss.exe,process,read,smss.exe,1558046957406000004,712,
1033,file,smss.exe,process,read,smss.exe,1558046957406000005,712,
users,file,smss.exe,process,read,smss.exe,1558046957407000000,712,
powerpivot excel add-in,file,smss.exe,process,read,smss.exe,1558046957407000001,712,
addins,file,smss.exe,process,read,smss.exe,1558046957407000002,712,
dcf,file,smss.exe,process,read,smss.exe,1558046957407000003,712,
power map excel add-in,file,smss.exe,process,read,smss.exe,1558046957407000004,712,
power view excel add-in,file,smss.exe,process,read,smss.exe,1558046957407000005,712,
admin,file,smss.exe,process,read,smss.exe,1558046957408000000,712,
local,file,smss.exe,process,read,smss.exe,1558046957408000001,712,
caches,file,smss.exe,process,read,smss.exe,1558046957408000002,712,
windows,file,smss.exe,process,read,smss.exe,1558046957408000003,712,
appdata,file,smss.exe,process,read,smss.exe,1558046957408000004,712,
microsoft,file,smss.exe,process,read,smss.exe,1558046957408000005,712,
videos,file,smss.exe,process,read,smss.exe,1558046957409000000,712,
onedrive,file,smss.exe,process,read,smss.exe,1558046957409000001,712,
models,file,smss.exe,process,read,smss.exe,1558046957409000002,712,
desktop,file,smss.exe,process,read,smss.exe,1558046957409000003,712,
