sourceId,sourceType,destinationId,destinationType,action,processName,timestamp,pid0,pid1
graph_head,process,explorer.exe,process,start,graph_head,-1,-1,1652.0
explorer.exe,process,cmd.exe,process,start,explorer.exe,1523300793666000000,1652,953.0
cmd.exe,file,cmd.exe,process,read,cmd.exe,1523300793737000000,953,
ntdll.dll,file,cmd.exe,process,read,cmd.exe,1523300793737000001,953,
kernel32.dll,file,cmd.exe,process,read,cmd.exe,1523300793738000000,953,
kernelbase.dll,file,cmd.exe,process,read,cmd.exe,1523300793738000001,953,
admin,file,cmd.exe,process,read,cmd.exe,1523300793738000002,953,
conhost.exe,file,cmd.exe,process,read,cmd.exe,1523300793739000000,953,
kernelbase.dll,file,cmd.exe,process,read,cmd.exe,1523300793986000000,953,
msvcrt.dll,file,cmd.exe,process,read,cmd.exe,1523300793987000000,953,
file_root,file,cmd.exe,process,read,cmd.exe,1523300794118000000,953,
users,file,cmd.exe,process,read,cmd.exe,1523300794119000000,953,
winbrand.dll,file,cmd.exe,process,read,cmd.exe,1523300794159000000,953,
winbrand.dll,file,cmd.exe,process,read,cmd.exe,1523300794159000001,953,
basebrd.dll,file,cmd.exe,process,read,cmd.exe,1523300794159000002,953,
basebrd.dll.mui,file,cmd.exe,process,read,cmd.exe,1523300794161000000,953,
sortdefault.nls,file,cmd.exe,process,read,cmd.exe,1523300794161000001,953,
cmd.exe.mui,file,cmd.exe,process,read,cmd.exe,1523300794162000000,953,
mozilla thunderbird,file,cmd.exe,process,read,cmd.exe,1523300797849000000,953,
mozilla firefox,file,cmd.exe,process,read,cmd.exe,1523300797849000001,953,
v1.0,file,cmd.exe,process,read,cmd.exe,1523300797850000000,953,
wbem,file,cmd.exe,process,read,cmd.exe,1523300797850000001,953,
windows,file,cmd.exe,process,read,cmd.exe,1523300797850000002,953,
system32,file,cmd.exe,process,read,cmd.exe,1523300797850000003,953,
powershell.exe,file,cmd.exe,process,read,cmd.exe,1523300797853000000,953,
cmd.exe,process,powershell,process,start,cmd.exe,1523300797884000000,953,23.0
powershell.exe,file,powershell,process,read,powershell,1523300797886000000,23,
kernel32.dll,file,powershell,process,read,powershell,1523300797887000000,23,
admin,file,powershell,process,read,powershell,1523300797887000001,23,
ntdll.dll,file,powershell,process,read,powershell,1523300797887000002,23,
kernelbase.dll,file,powershell,process,read,powershell,1523300797888000000,23,
msvcrt.dll,file,powershell,process,read,powershell,1523300797889000000,23,
oleaut32.dll,file,powershell,process,read,powershell,1523300797889000001,23,
kernelbase.dll,file,powershell,process,read,powershell,1523300797889000002,23,
ucrtbase.dll,file,powershell,process,read,powershell,1523300797890000000,23,
combase.dll,file,powershell,process,read,powershell,1523300797890000001,23,
msvcp_win.dll,file,powershell,process,read,powershell,1523300797890000002,23,
rpcrt4.dll,file,powershell,process,read,powershell,1523300797890000003,23,
bcryptprimitives.dll,file,powershell,process,read,powershell,1523300797891000000,23,
advapi32.dll,file,powershell,process,read,powershell,1523300797891000001,23,
sechost.dll,file,powershell,process,read,powershell,1523300797891000002,23,
ole32.dll,file,powershell,process,read,powershell,1523300797892000000,23,
imm32.dll,file,powershell,process,read,powershell,1523300797894000000,23,
imm32.dll,file,powershell,process,read,powershell,1523300797894000001,23,
combase.dll,file,powershell,process,read,powershell,1523300797895000000,23,
user32.dll,file,powershell,process,read,powershell,1523300797896000000,23,
ntdll.dll,file,powershell,process,read,powershell,1523300797897000000,23,
powershell.exe.mui,file,powershell,process,read,powershell,1523300797897000001,23,
ole32.dll,file,powershell,process,read,powershell,1523300797898000000,23,
oleaut32.dll,file,powershell,process,read,powershell,1523300797898000001,23,
sortdefault.nls,file,powershell,process,read,powershell,1523300797899000000,23,
v4.0.*****,file,powershell,process,read,powershell,1523300797899000001,23,
mscoreei.dll,file,powershell,process,read,powershell,1523300797900000000,23,
mscoreei.dll,file,powershell,process,read,powershell,1523300797900000001,23,
shlwapi.dll,file,powershell,process,read,powershell,1523300797902000000,23,
clr.dll,file,powershell,process,read,powershell,1523300797902000001,23,
framework64,file,powershell,process,read,powershell,1523300797902000002,23,
powershell.exe.config,file,powershell,process,read,powershell,1523300797903000000,23,
kernel.appcore.dll,file,powershell,process,read,powershell,1523300797903000001,23,
version.dll,file,powershell,process,read,powershell,1523300797903000002,23,
version.dll,file,powershell,process,read,powershell,1523300797904000000,23,
clr.dll,file,powershell,process,read,powershell,1523300797906000000,23,
msvcr120_clr0400.dll,file,powershell,process,read,powershell,1523300797906000001,23,
msvcr120_clr0400.dll,file,powershell,process,read,powershell,1523300797906000002,23,
machine.config,file,powershell,process,read,powershell,1523300797908000000,23,
powershell.exe.log,file,powershell,process,read,powershell,1523300797909000000,23,
mscorlib.ni.dll.aux,file,powershell,process,read,powershell,1523300797913000000,23,
mscorlib,file,powershell,process,read,powershell,1523300797913000001,23,
mscorlib.dll,file,powershell,process,read,powershell,1523300797913000002,23,
mscorlib.ni.dll,file,powershell,process,read,powershell,1523300797913000003,23,
mscorlib.ni.dll,file,powershell,process,read,powershell,1523300797914000000,23,
rpcss.dll,file,powershell,process,read,powershell,1523300797915000000,23,
pubpol100.dat,file,powershell,process,read,powershell,1523300797918000000,23,
microsoft.powershell.consolehost.dll,file,powershell,process,read,powershell,1523300797920000000,23,
microsoft.powershell.consolehost.ni.dll,file,powershell,process,read,powershell,1523300797920000001,23,
microsoft.pb378ec07#,file,powershell,process,read,powershell,1523300797920000002,23,
microsoft.powershell.consolehost.ni.dll.aux,file,powershell,process,read,powershell,1523300797920000003,23,
system.dll,file,powershell,process,read,powershell,1523300797921000000,23,
system,file,powershell,process,read,powershell,1523300797921000001,23,
system.configuration.dll,file,powershell,process,read,powershell,1523300797921000002,23,
system.ni.dll.aux,file,powershell,process,read,powershell,1523300797921000003,23,
system.ni.dll,file,powershell,process,read,powershell,1523300797921000004,23,
system.ni.dll,file,powershell,process,read,powershell,1523300797922000000,23,
system.xml.dll,file,powershell,process,read,powershell,1523300797922000001,23,
system.management.automation.dll,file,powershell,process,read,powershell,1523300797923000000,23,
system.configuration.install.dll,file,powershell,process,read,powershell,1523300797923000001,23,
system.core.dll,file,powershell,process,read,powershell,1523300797923000002,23,
system.numerics.dll,file,powershell,process,read,powershell,1523300797924000000,23,
system.core,file,powershell,process,read,powershell,1523300797924000001,23,
system.core.ni.dll,file,powershell,process,read,powershell,1523300797924000002,23,
system.core.ni.dll.aux,file,powershell,process,read,powershell,1523300797924000003,23,
system.core.ni.dll,file,powershell,process,read,powershell,1523300797925000000,23,
system.security.dll,file,powershell,process,read,powershell,1523300797925000001,23,
microsoft.management.infrastructure.dll,file,powershell,process,read,powershell,1523300797926000000,23,
