sourceId,sourceType,destinationId,destinationType,action,processName,timestamp,pid0,pid1
graph_head,process,smss.exe,process,start,graph_head,-1,-1,296.0
smss.exe,process,smss.exe,process,start,smss.exe,1557943500393000000,296,777.0
ntdll.dll,file,smss.exe,process,read,smss.exe,1557943814041000000,777,
kernel32.dll,file,smss.exe,process,read,smss.exe,1557943814042000000,777,
wow64.dll,file,smss.exe,process,read,smss.exe,1557943814042000001,777,
wow64win.dll,file,smss.exe,process,read,smss.exe,1557943814042000002,777,
user32.dll,file,smss.exe,process,read,smss.exe,1557943814042000003,777,
wow64cpu.dll,file,smss.exe,process,read,smss.exe,1557943814042000004,777,
kernel32.dll,file,smss.exe,process,read,smss.exe,1557943814042000005,777,
thunderbird.exe,file,smss.exe,process,read,smss.exe,1557943814043000000,777,
advapi32.dll,file,smss.exe,process,read,smss.exe,1557943814043000001,777,
locale.nls,file,smss.exe,process,read,smss.exe,1557943814043000002,777,
kernelbase.dll,file,smss.exe,process,read,smss.exe,1557943814043000003,777,
msvcrt.dll,file,smss.exe,process,read,smss.exe,1557943814043000004,777,
sechost.dll,file,smss.exe,process,read,smss.exe,1557943814043000005,777,
ntdll.dll,file,smss.exe,process,read,smss.exe,1557943814043000006,777,
sspicli.dll,file,smss.exe,process,read,smss.exe,1557943814044000000,777,
ucrtbase.dll,file,smss.exe,process,read,smss.exe,1557943814044000001,777,
rpcrt4.dll,file,smss.exe,process,read,smss.exe,1557943814044000002,777,
bcryptprimitives.dll,file,smss.exe,process,read,smss.exe,1557943814044000003,777,
cryptbase.dll,file,smss.exe,process,read,smss.exe,1557943814044000004,777,
mozglue.dll,file,smss.exe,process,read,smss.exe,1557943814044000005,777,
version.dll,file,smss.exe,process,read,smss.exe,1557943814045000000,777,
win32u.dll,file,smss.exe,process,read,smss.exe,1557943814045000001,777,
gdi32.dll,file,smss.exe,process,read,smss.exe,1557943814045000002,777,
gdi32full.dll,file,smss.exe,process,read,smss.exe,1557943814045000003,777,
dbghelp.dll,file,smss.exe,process,read,smss.exe,1557943814045000004,777,
msvcp140.dll,file,smss.exe,process,read,smss.exe,1557943814045000005,777,
vcruntime140.dll,file,smss.exe,process,read,smss.exe,1557943814045000006,777,
user32.dll,file,smss.exe,process,read,smss.exe,1557943814045000007,777,
combase.dll,file,smss.exe,process,read,smss.exe,1557943814046000000,777,
imm32.dll,file,smss.exe,process,read,smss.exe,1557943814046000001,777,
api-ms-win-crt-runtime-l1-1-0.dll,file,smss.exe,process,read,smss.exe,1557943814046000002,777,
api-ms-win-crt-string-l1-1-0.dll,file,smss.exe,process,read,smss.exe,1557943814046000003,777,
msvcp_win.dll,file,smss.exe,process,read,smss.exe,1557943814046000004,777,
api-ms-win-crt-heap-l1-1-0.dll,file,smss.exe,process,read,smss.exe,1557943814046000005,777,
dependentlibs.list,file,smss.exe,process,read,smss.exe,1557943814046000006,777,
api-ms-win-crt-utility-l1-1-0.dll,file,smss.exe,process,read,smss.exe,1557943814047000000,777,
api-ms-win-crt-environment-l1-1-0.dll,file,smss.exe,process,read,smss.exe,1557943814047000001,777,
api-ms-win-crt-math-l1-1-0.dll,file,smss.exe,process,read,smss.exe,1557943814047000002,777,
api-ms-win-crt-convert-l1-1-0.dll,file,smss.exe,process,read,smss.exe,1557943814047000003,777,
api-ms-win-crt-stdio-l1-1-0.dll,file,smss.exe,process,read,smss.exe,1557943814047000004,777,
api-ms-win-crt-filesystem-l1-1-0.dll,file,smss.exe,process,read,smss.exe,1557943814047000005,777,
ldap60.dll,file,smss.exe,process,read,smss.exe,1557943814047000006,777,
api-ms-win-crt-time-l1-1-0.dll,file,smss.exe,process,read,smss.exe,1557943814047000007,777,
api-ms-win-crt-multibyte-l1-1-0.dll,file,smss.exe,process,read,smss.exe,1557943814048000000,777,
prldap60.dll,file,smss.exe,process,read,smss.exe,1557943814048000001,777,
winmm.dll,file,smss.exe,process,read,smss.exe,1557943814048000002,777,
cfgmgr32.dll,file,smss.exe,process,read,smss.exe,1557943814048000003,777,
nss3.dll,file,smss.exe,process,read,smss.exe,1557943814048000004,777,
wsock32.dll,file,smss.exe,process,read,smss.exe,1557943814048000005,777,
winmmbase.dll,file,smss.exe,process,read,smss.exe,1557943814048000006,777,
ws2_32.dll,file,smss.exe,process,read,smss.exe,1557943814048000007,777,
shcore.dll,file,smss.exe,process,read,smss.exe,1557943814049000000,777,
windows.storage.dll,file,smss.exe,process,read,smss.exe,1557943814049000001,777,
shlwapi.dll,file,smss.exe,process,read,smss.exe,1557943814049000002,777,
api-ms-win-crt-locale-l1-1-0.dll,file,smss.exe,process,read,smss.exe,1557943814049000003,777,
lgpllibs.dll,file,smss.exe,process,read,smss.exe,1557943814049000004,777,
ole32.dll,file,smss.exe,process,read,smss.exe,1557943814049000005,777,
shell32.dll,file,smss.exe,process,read,smss.exe,1557943814049000006,777,
powrprof.dll,file,smss.exe,process,read,smss.exe,1557943814050000000,777,
crypt32.dll,file,smss.exe,process,read,smss.exe,1557943814050000001,777,
wintrust.dll,file,smss.exe,process,read,smss.exe,1557943814050000002,777,
profapi.dll,file,smss.exe,process,read,smss.exe,1557943814050000003,777,
kernel.appcore.dll,file,smss.exe,process,read,smss.exe,1557943814050000004,777,
msasn1.dll,file,smss.exe,process,read,smss.exe,1557943814050000005,777,
setupapi.dll,file,smss.exe,process,read,smss.exe,1557943814050000006,777,
uxtheme.dll,file,smss.exe,process,read,smss.exe,1557943814051000000,777,
