sourceId,sourceType,destinationId,destinationType,action,processName,timestamp,pid0,pid1
graph_head,process,smss.exe,process,start,graph_head,-1,-1,671.0
smss.exe,process,smss.exe,process,start,smss.exe,1557891862056000000,671,797.0
software,file,smss.exe,process,read,smss.exe,1557892810522000000,797,
ntuser.dat,file,smss.exe,process,read,smss.exe,1557892901332000000,797,
usrclass.dat,file,smss.exe,process,read,smss.exe,1557892901366000000,797,
smss.exe,process,pictures,file,write,smss.exe,1557896278583000000,797,
smss.exe,process,smss.exe,process,start,smss.exe,1557959613543000000,671,755.0
file_root,file,smss.exe,process,read,smss.exe,1557959865768000000,755,
users,file,smss.exe,process,read,smss.exe,1557959865768000001,755,
file_root,file,smss.exe,process,read,smss.exe,1557959865768000002,755,
windows,file,smss.exe,process,read,smss.exe,1557959865769000000,755,
admin,file,smss.exe,process,read,smss.exe,1557959865769000001,755,
globalization,file,smss.exe,process,read,smss.exe,1557959865770000000,755,
registration,file,smss.exe,process,read,smss.exe,1557959865770000001,755,
sorting,file,smss.exe,process,read,smss.exe,1557959865770000002,755,
wbem,file,smss.exe,process,read,smss.exe,1557959865771000000,755,
en-us,file,smss.exe,process,read,smss.exe,1557959865771000001,755,
system32,file,smss.exe,process,read,smss.exe,1557959865771000002,755,
en-us,file,smss.exe,process,read,smss.exe,1557959865772000000,755,
locale.nls,file,smss.exe,process,read,smss.exe,1557959926289000000,755,
ole32.dll,file,smss.exe,process,read,smss.exe,1557959926289000001,755,
svchost.exe.mui,file,smss.exe,process,read,smss.exe,1557959926289000002,755,
combase.dll,file,smss.exe,process,read,smss.exe,1557959926293000000,755,
svchost.exe,file,smss.exe,process,read,smss.exe,1557959926293000001,755,
sechost.dll,file,smss.exe,process,read,smss.exe,1557959926293000002,755,
ucrtbase.dll,file,smss.exe,process,read,smss.exe,1557959926293000003,755,
ntdll.dll,file,smss.exe,process,read,smss.exe,1557959926293000004,755,
kernel32.dll,file,smss.exe,process,read,smss.exe,1557959926293000005,755,
pushtoinstall.dll,file,smss.exe,process,read,smss.exe,1557959926294000000,755,
msvcp_win.dll,file,smss.exe,process,read,smss.exe,1557959926294000001,755,
bcryptprimitives.dll,file,smss.exe,process,read,smss.exe,1557959926294000002,755,
wldp.dll,file,smss.exe,process,read,smss.exe,1557959926294000003,755,
oleaut32.dll,file,smss.exe,process,read,smss.exe,1557959926294000004,755,
crypt32.dll,file,smss.exe,process,read,smss.exe,1557959926294000005,755,
msvcrt.dll,file,smss.exe,process,read,smss.exe,1557959926294000006,755,
advapi32.dll,file,smss.exe,process,read,smss.exe,1557959926294000007,755,
gdi32.dll,file,smss.exe,process,read,smss.exe,1557959926294000008,755,
gdi32full.dll,file,smss.exe,process,read,smss.exe,1557959926294000009,755,
win32u.dll,file,smss.exe,process,read,smss.exe,1557959926294000010,755,
shcore.dll,file,smss.exe,process,read,smss.exe,1557959926294000011,755,
kernel.appcore.dll,file,smss.exe,process,read,smss.exe,1557959926294000012,755,
wintrust.dll,file,smss.exe,process,read,smss.exe,1557959926294000013,755,
winhttp.dll,file,smss.exe,process,read,smss.exe,1557959926294000014,755,
onecoreuapcommonproxystub.dll,file,smss.exe,process,read,smss.exe,1557959926295000000,755,
xmllite.dll,file,smss.exe,process,read,smss.exe,1557959926295000001,755,
wpnapps.dll,file,smss.exe,process,read,smss.exe,1557959926295000002,755,
twinapi.appcore.dll,file,smss.exe,process,read,smss.exe,1557959926295000003,755,
wintypes.dll,file,smss.exe,process,read,smss.exe,1557959926295000004,755,
rmclient.dll,file,smss.exe,process,read,smss.exe,1557959926295000005,755,
sspicli.dll,file,smss.exe,process,read,smss.exe,1557959926296000000,755,
taskschd.dll,file,smss.exe,process,read,smss.exe,1557959926296000001,755,
python27.dll,file,smss.exe,process,read,smss.exe,1557960348869000000,755,
python.exe,file,smss.exe,process,read,smss.exe,1557960348869000001,755,
kernelbase.dll,file,smss.exe,process,read,smss.exe,1557960348869000002,755,
user32.dll,file,smss.exe,process,read,smss.exe,1557960348870000000,755,
cfgmgr32.dll,file,smss.exe,process,read,smss.exe,1557960348872000000,755,
rpcrt4.dll,file,smss.exe,process,read,smss.exe,1557960348872000001,755,
windows.storage.dll,file,smss.exe,process,read,smss.exe,1557960348872000002,755,
stat.pyc,file,smss.exe,process,read,smss.exe,1557960348873000000,755,
tzres.dll,file,smss.exe,process,read,smss.exe,1557960348873000001,755,
os.pyc,file,smss.exe,process,read,smss.exe,1557960348873000002,755,
profapi.dll,file,smss.exe,process,read,smss.exe,1557960348873000003,755,
site.pyc,file,smss.exe,process,read,smss.exe,1557960348873000004,755,
_weakrefset.pyc,file,smss.exe,process,read,smss.exe,1557960348874000000,755,
_abcoll.pyc,file,smss.exe,process,read,smss.exe,1557960348874000001,755,
warnings.pyc,file,smss.exe,process,read,smss.exe,1557960348874000002,755,
types.pyc,file,smss.exe,process,read,smss.exe,1557960348874000003,755,
traceback.pyc,file,smss.exe,process,read,smss.exe,1557960348874000004,755,
__init__.pyc,file,smss.exe,process,read,smss.exe,1557960348875000000,755,
pywin32.pth,file,smss.exe,process,read,smss.exe,1557960348875000001,755,
sre_constants.pyc,file,smss.exe,process,read,smss.exe,1557960348875000002,755,
kernelbase.dll.mui,file,smss.exe,process,read,smss.exe,1557960348875000003,755,
sre_compile.pyc,file,smss.exe,process,read,smss.exe,1557960348875000004,755,
cp1252.pyc,file,smss.exe,process,read,smss.exe,1557960348876000000,755,
functools.pyc,file,smss.exe,process,read,smss.exe,1557960348876000001,755,
aliases.pyc,file,smss.exe,process,read,smss.exe,1557960348876000002,755,
__init__.pyc,file,smss.exe,process,read,smss.exe,1557960348877000000,755,
bcrypt.dll,file,smss.exe,process,read,smss.exe,1557960348877000001,755,
weakref.pyc,file,smss.exe,process,read,smss.exe,1557960348877000002,755,
cryptbase.dll,file,smss.exe,process,read,smss.exe,1557960348877000003,755,
cryptsp.dll,file,smss.exe,process,read,smss.exe,1557960348877000004,755,
subprocess.pyc,file,smss.exe,process,read,smss.exe,1557960348878000000,755,
ws2_32.dll,file,smss.exe,process,read,smss.exe,1557960348878000001,755,
threading.pyc,file,smss.exe,process,read,smss.exe,1557960348878000002,755,
keyword.pyc,file,smss.exe,process,read,smss.exe,1557960348878000003,755,
salt-minion.pyc,file,smss.exe,process,read,smss.exe,1557960348879000000,755,
__future__.pyc,file,smss.exe,process,read,smss.exe,1557960348879000001,755,
exceptions.pyc,file,smss.exe,process,read,smss.exe,1557960348879000002,755,
__init__.pyc,file,smss.exe,process,read,smss.exe,1557960348879000003,755,
pickle.pyc,file,smss.exe,process,read,smss.exe,1557960348879000004,755,
hashlib.pyc,file,smss.exe,process,read,smss.exe,1557960348879000005,755,
contextlib.pyc,file,smss.exe,process,read,smss.exe,1557960348880000000,755,
__init__.pyc,file,smss.exe,process,read,smss.exe,1557960348880000001,755,
stringio.pyc,file,smss.exe,process,read,smss.exe,1557960348880000002,755,
__init__.pyc,file,smss.exe,process,read,smss.exe,1557960348880000003,755,
scanner.pyc,file,smss.exe,process,read,smss.exe,1557960348881000000,755,
shlex.pyc,file,smss.exe,process,read,smss.exe,1557960348881000001,755,
__init__.pyc,file,smss.exe,process,read,smss.exe,1557960348881000002,755,
numbers.pyc,file,smss.exe,process,read,smss.exe,1557960348881000003,755,
socket.pyc,file,smss.exe,process,read,smss.exe,1557960348881000004,755,
tempfile.pyc,file,smss.exe,process,read,smss.exe,1557960348882000000,755,
urlparse.pyc,file,smss.exe,process,read,smss.exe,1557960348882000001,755,
msasn1.dll,file,smss.exe,process,read,smss.exe,1557960348882000002,755,
_ssl.pyd,file,smss.exe,process,read,smss.exe,1557960348882000003,755,
string.pyc,file,smss.exe,process,read,smss.exe,1557960348882000004,755,
__init__.pyc,file,smss.exe,process,read,smss.exe,1557960348883000000,755,
fortunaaccumulator.pyc,file,smss.exe,process,read,smss.exe,1557960348883000001,755,
__init__.pyc,file,smss.exe,process,read,smss.exe,1557960348883000002,755,
winrandom.pyd,file,smss.exe,process,read,smss.exe,1557960348883000003,755,
_userfriendlyrng.pyc,file,smss.exe,process,read,smss.exe,1557960348883000004,755,
fortunagenerator.pyc,file,smss.exe,process,read,smss.exe,1557960348884000000,755,
py3compat.pyc,file,smss.exe,process,read,smss.exe,1557960348884000001,755,
__init__.pyc,file,smss.exe,process,read,smss.exe,1557960348884000002,755,
sha256.pyc,file,smss.exe,process,read,smss.exe,1557960348884000003,755,
shad256.pyc,file,smss.exe,process,read,smss.exe,1557960348884000004,755,
counter.pyc,file,smss.exe,process,read,smss.exe,1557960348885000000,755,
version.dll,file,smss.exe,process,read,smss.exe,1557960348885000001,755,
blockalgo.pyc,file,smss.exe,process,read,smss.exe,1557960348885000002,755,
timelib.pyd,file,smss.exe,process,read,smss.exe,1557960348885000003,755,
__init__.pyc,file,smss.exe,process,read,smss.exe,1557960348885000004,755,
win_functions.pyc,file,smss.exe,process,read,smss.exe,1557960348886000000,755,
_pswindows.pyc,file,smss.exe,process,read,smss.exe,1557960348886000001,755,
secur32.dll,file,smss.exe,process,read,smss.exe,1557960348886000002,755,
