sourceId,sourceType,destinationId,destinationType,action,processName,timestamp,pid0,pid1
graph_head,process,firefox.exe,process,start,graph_head,-1,-1,60.0
firefox.exe,process,firefox.exe,process,start,firefox.exe,1557236486470000000,60,62.0
file_root,file,firefox.exe,process,read,firefox.exe,1557236743649000000,62,
firefox.exe,process,firefox.exe,process,start,firefox.exe,1557236743767000000,62,50.0
file_root,file,firefox.exe,process,read,firefox.exe,1557236744423000000,50,
desktop.ini,file,firefox.exe,process,read,firefox.exe,1557236744424000000,50,
admin,file,firefox.exe,process,read,firefox.exe,1557236744424000001,50,
users,file,firefox.exe,process,read,firefox.exe,1557236744424000002,50,
backup,file,firefox.exe,process,read,firefox.exe,1557236744425000000,50,
desktop.ini,file,firefox.exe,process,read,firefox.exe,1557236744425000001,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744426000000,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744426000001,50,
desktop.ini,file,firefox.exe,process,read,firefox.exe,1557236744426000002,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744427000000,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744427000001,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744428000000,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744429000000,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744430000000,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744430000001,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744431000000,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744431000001,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744432000000,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744432000001,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744433000000,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744433000001,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744434000000,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744434000001,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744435000000,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744435000001,50,
documents,file,firefox.exe,process,read,firefox.exe,1557236744436000000,50,
windows.ui.dll,file,firefox.exe,process,read,firefox.exe,1557236744445000000,50,
windows.ui.dll,file,firefox.exe,process,read,firefox.exe,1557236744446000000,50,
coreuicomponents.dll,file,firefox.exe,process,read,firefox.exe,1557236744447000000,50,
textinputframework.dll,file,firefox.exe,process,read,firefox.exe,1557236744447000001,50,
textinputframework.dll,file,firefox.exe,process,read,firefox.exe,1557236744447000002,50,
coremessaging.dll,file,firefox.exe,process,read,firefox.exe,1557236744448000000,50,
coreuicomponents.dll,file,firefox.exe,process,read,firefox.exe,1557236744448000001,50,
