sourceId,sourceType,destinationId,destinationType,action,processName,timestamp,pid0,pid1
graph_head,process,mmc.exe,process,start,graph_head,-1,-1,72.0
mmc.exe,process,firefox.exe,process,start,mmc.exe,1557236748614000000,72,82.0
firefox.exe,process,mmc.exe,process,start,firefox.exe,1557236749730000000,82,67.0
firefox.exe,process,wordpad.exe,process,start,firefox.exe,1557237713704000000,82,75.0
firefox.exe,process,cmd.exe,process,start,firefox.exe,1557238847572000000,82,78.0
firefox.exe,process,notepad.exe,process,start,firefox.exe,1557238984570000000,82,80.0
firefox.exe,process,winword.exe,process,start,firefox.exe,1557239390666000000,82,87.0
firefox.exe,process,winword.exe,process,start,firefox.exe,1557239997548000000,82,89.0
firefox.exe,process,winword.exe,process,start,firefox.exe,1557240196852000000,82,58.0
firefox.exe,process,winword.exe,process,start,firefox.exe,1557240737222000000,82,62.0
firefox.exe,process,winword.exe,process,start,firefox.exe,1557240946336000000,82,64.0
firefox.exe,process,wordpad.exe,process,start,firefox.exe,1557241398264000000,82,66.0
firefox.exe,process,thunderbird.exe,process,start,firefox.exe,1557241829497000000,82,68.0
firefox.exe,process,winword.exe,process,start,firefox.exe,1557242335128000000,82,73.0
firefox.exe,process,winword.exe,process,start,firefox.exe,1557243367255000000,82,76.0
firefox.exe,process,firefox.exe,process,start,firefox.exe,1557243546775000000,82,65.0
firefox.exe,process,winword.exe,process,start,firefox.exe,1557243566731000000,82,22.0
202.157.156.182:80,socket,winword.exe,process,read,winword.exe,1557243664109000000,22,
202.157.156.182:80,socket,winword.exe,process,read,winword.exe,1557243664171000000,22,
64.111.217.170:80,socket,winword.exe,process,read,winword.exe,1557243664231000000,22,
64.111.217.170:80,socket,winword.exe,process,read,winword.exe,1557243664240000000,22,
195.198.89.6:80,socket,winword.exe,process,read,winword.exe,1557243664301000000,22,
195.198.89.6:80,socket,winword.exe,process,read,winword.exe,1557243664312000000,22,
winword.exe,process,firefox.exe,process,start,winword.exe,1557243664362000000,22,84.0
winword.exe,process,firefox.exe,process,start,winword.exe,1557243664377000000,22,83.0
80.92.64.146:80,socket,winword.exe,process,read,winword.exe,1557246971456000000,22,
