sourceId,sourceType,destinationId,destinationType,action,processName,timestamp,pid0,pid1
graph_head,process,firefox.exe,process,start,graph_head,-1,-1,427.0
transcoded_000,file,firefox.exe,process,read,firefox.exe,1557234335356000000,427,
themes,file,firefox.exe,process,read,firefox.exe,1557234335357000000,427,
transcodedwallpaper,file,firefox.exe,process,read,firefox.exe,1557234335357000001,427,
file_root,file,firefox.exe,process,read,firefox.exe,1557234335381000000,427,
basebrd.dll,file,firefox.exe,process,read,firefox.exe,1557234335394000000,427,
basebrd.dll,file,firefox.exe,process,read,firefox.exe,1557234335394000001,427,
basebrd.dll.mui,file,firefox.exe,process,read,firefox.exe,1557234335396000000,427,
admin,file,firefox.exe,process,read,firefox.exe,1557234335416000000,427,
roaming,file,firefox.exe,process,read,firefox.exe,1557234335417000000,427,
slideshow.ini,file,firefox.exe,process,read,firefox.exe,1557234335417000001,427,
local,file,firefox.exe,process,read,firefox.exe,1557237720798000000,427,
explorer,file,firefox.exe,process,read,firefox.exe,1557237720799000000,427,
iconcachetodelete,file,firefox.exe,process,read,firefox.exe,1557237721112000000,427,
iconcache_idx.db,file,firefox.exe,process,read,firefox.exe,1557237721112000001,427,
iconcache_48.db,file,firefox.exe,process,read,firefox.exe,1557237721143000000,427,
imageres.dll,file,firefox.exe,process,read,firefox.exe,1557237721150000000,427,
iconcache_16.db,file,firefox.exe,process,read,firefox.exe,1557237721155000000,427,
cachedimage_1024_768_pos4.jpg,file,firefox.exe,process,read,firefox.exe,1557237721182000000,427,
cachedfiles,file,firefox.exe,process,read,firefox.exe,1557237721183000000,427,
shell32.dll,file,firefox.exe,process,read,firefox.exe,1557237721261000000,427,
mozilla thunderbird.lnk,file,firefox.exe,process,read,firefox.exe,1557237721671000000,427,
desktop.ini,file,firefox.exe,process,read,firefox.exe,1557237721673000000,427,
firefox.lnk,file,firefox.exe,process,read,firefox.exe,1557237721744000000,427,
desktop.ini,file,firefox.exe,process,read,firefox.exe,1557237721748000000,427,
desktop,file,firefox.exe,process,read,firefox.exe,1557243546675000000,427,
firefox.exe,process,firefox.exe,process,start,firefox.exe,1557247475419000000,427,478.0
firefox.lnk,file,firefox.exe,process,read,firefox.exe,1557247475452000000,478,
firefox,file,firefox.exe,process,read,firefox.exe,1557247475484000000,478,
firefox.exe:zone.identifier,file,firefox.exe,process,read,firefox.exe,1557247475490000000,478,
firefox.exe,file,firefox.exe,process,read,firefox.exe,1557247475490000001,478,
firefox.lnk:zone.identifier,file,firefox.exe,process,read,firefox.exe,1557247475497000000,478,
firefox.exe,process,firefox.exe,process,start,firefox.exe,1557247475601000000,478,410.0
sysmain.sdb,file,firefox.exe,process,read,firefox.exe,1557247475601000001,478,
ntdll.dll,file,firefox.exe,process,read,firefox.exe,1557247475610000000,410,
firefox.exe,file,firefox.exe,process,read,firefox.exe,1557247475610000001,410,
firefox,file,firefox.exe,process,read,firefox.exe,1557247475611000000,410,
kernelbase.dll,file,firefox.exe,process,read,firefox.exe,1557247475612000000,410,
kernel32.dll,file,firefox.exe,process,read,firefox.exe,1557247475612000001,410,
rpcrt4.dll,file,firefox.exe,process,read,firefox.exe,1557247475614000000,410,
advapi32.dll,file,firefox.exe,process,read,firefox.exe,1557247475614000001,410,
sechost.dll,file,firefox.exe,process,read,firefox.exe,1557247475614000002,410,
msvcrt.dll,file,firefox.exe,process,read,firefox.exe,1557247475614000003,410,
mozglue.dll,file,firefox.exe,process,read,firefox.exe,1557247475615000000,410,
ucrtbase.dll,file,firefox.exe,process,read,firefox.exe,1557247475615000001,410,
msvcp140.dll,file,firefox.exe,process,read,firefox.exe,1557247475616000000,410,
mozglue.dll,file,firefox.exe,process,read,firefox.exe,1557247475616000001,410,
msvcp140.dll,file,firefox.exe,process,read,firefox.exe,1557247475616000002,410,
vcruntime140.dll,file,firefox.exe,process,read,firefox.exe,1557247475617000000,410,
dbghelp.dll,file,firefox.exe,process,read,firefox.exe,1557247475617000001,410,
dbghelp.dll,file,firefox.exe,process,read,firefox.exe,1557247475617000002,410,
vcruntime140.dll,file,firefox.exe,process,read,firefox.exe,1557247475617000003,410,
vcruntime140.dll,file,firefox.exe,process,read,firefox.exe,1557247475617000004,410,
msvcp140.dll,file,firefox.exe,process,read,firefox.exe,1557247475617000005,410,
version.dll,file,firefox.exe,process,read,firefox.exe,1557247475618000000,410,
version.dll,file,firefox.exe,process,read,firefox.exe,1557247475618000001,410,
version.dll,file,firefox.exe,process,read,firefox.exe,1557247475618000002,410,
dbghelp.dll,file,firefox.exe,process,read,firefox.exe,1557247475618000003,410,
cryptbase.dll,file,firefox.exe,process,read,firefox.exe,1557247475619000000,410,
cryptbase.dll,file,firefox.exe,process,read,firefox.exe,1557247475619000001,410,
cryptbase.dll,file,firefox.exe,process,read,firefox.exe,1557247475619000002,410,
bcryptprimitives.dll,file,firefox.exe,process,read,firefox.exe,1557247475620000000,410,
dependentlibs.list,file,firefox.exe,process,read,firefox.exe,1557247475622000000,410,
nss3.dll,file,firefox.exe,process,read,firefox.exe,1557247475622000001,410,
winmm.dll,file,firefox.exe,process,read,firefox.exe,1557247475624000000,410,
nss3.dll,file,firefox.exe,process,read,firefox.exe,1557247475624000001,410,
winmm.dll,file,firefox.exe,process,read,firefox.exe,1557247475624000002,410,
winmm.dll,file,firefox.exe,process,read,firefox.exe,1557247475624000003,410,
ws2_32.dll,file,firefox.exe,process,read,firefox.exe,1557247475625000000,410,
wsock32.dll,file,firefox.exe,process,read,firefox.exe,1557247475625000001,410,
wsock32.dll,file,firefox.exe,process,read,firefox.exe,1557247475625000002,410,
wsock32.dll,file,firefox.exe,process,read,firefox.exe,1557247475625000003,410,
winmmbase.dll,file,firefox.exe,process,read,firefox.exe,1557247475625000004,410,
winmmbase.dll,file,firefox.exe,process,read,firefox.exe,1557247475625000005,410,
winmmbase.dll,file,firefox.exe,process,read,firefox.exe,1557247475626000000,410,
cfgmgr32.dll,file,firefox.exe,process,read,firefox.exe,1557247475626000001,410,
lgpllibs.dll,file,firefox.exe,process,read,firefox.exe,1557247475627000000,410,
xul.dll,file,firefox.exe,process,read,firefox.exe,1557247475628000000,410,
lgpllibs.dll,file,firefox.exe,process,read,firefox.exe,1557247475628000001,410,
xul.dll,file,firefox.exe,process,read,firefox.exe,1557247475667000000,410,
win32u.dll,file,firefox.exe,process,read,firefox.exe,1557247475667000001,410,
user32.dll,file,firefox.exe,process,read,firefox.exe,1557247475667000002,410,
gdi32full.dll,file,firefox.exe,process,read,firefox.exe,1557247475668000000,410,
msvcp_win.dll,file,firefox.exe,process,read,firefox.exe,1557247475668000001,410,
combase.dll,file,firefox.exe,process,read,firefox.exe,1557247475668000002,410,
shell32.dll,file,firefox.exe,process,read,firefox.exe,1557247475668000003,410,
gdi32.dll,file,firefox.exe,process,read,firefox.exe,1557247475668000004,410,
shcore.dll,file,firefox.exe,process,read,firefox.exe,1557247475668000005,410,
powrprof.dll,file,firefox.exe,process,read,firefox.exe,1557247475669000000,410,
shlwapi.dll,file,firefox.exe,process,read,firefox.exe,1557247475669000001,410,
ole32.dll,file,firefox.exe,process,read,firefox.exe,1557247475669000002,410,
profapi.dll,file,firefox.exe,process,read,firefox.exe,1557247475669000003,410,
kernel.appcore.dll,file,firefox.exe,process,read,firefox.exe,1557247475669000004,410,
windows.storage.dll,file,firefox.exe,process,read,firefox.exe,1557247475669000005,410,
msasn1.dll,file,firefox.exe,process,read,firefox.exe,1557247475670000000,410,
imm32.dll,file,firefox.exe,process,read,firefox.exe,1557247475670000001,410,
wintrust.dll,file,firefox.exe,process,read,firefox.exe,1557247475670000002,410,
oleaut32.dll,file,firefox.exe,process,read,firefox.exe,1557247475670000003,410,
setupapi.dll,file,firefox.exe,process,read,firefox.exe,1557247475670000004,410,
crypt32.dll,file,firefox.exe,process,read,firefox.exe,1557247475670000005,410,
msimg32.dll,file,firefox.exe,process,read,firefox.exe,1557247475672000000,410,
usp10.dll,file,firefox.exe,process,read,firefox.exe,1557247475672000001,410,
usp10.dll,file,firefox.exe,process,read,firefox.exe,1557247475672000002,410,
msimg32.dll,file,firefox.exe,process,read,firefox.exe,1557247475672000003,410,
usp10.dll,file,firefox.exe,process,read,firefox.exe,1557247475672000004,410,
iphlpapi.dll,file,firefox.exe,process,read,firefox.exe,1557247475673000000,410,
iphlpapi.dll,file,firefox.exe,process,read,firefox.exe,1557247475673000001,410,
iphlpapi.dll,file,firefox.exe,process,read,firefox.exe,1557247475673000002,410,
msimg32.dll,file,firefox.exe,process,read,firefox.exe,1557247475673000003,410,
dwmapi.dll,file,firefox.exe,process,read,firefox.exe,1557247475674000000,410,
dwmapi.dll,file,firefox.exe,process,read,firefox.exe,1557247475674000001,410,
uxtheme.dll,file,firefox.exe,process,read,firefox.exe,1557247475674000002,410,
uxtheme.dll,file,firefox.exe,process,read,firefox.exe,1557247475674000003,410,
dwmapi.dll,file,firefox.exe,process,read,firefox.exe,1557247475674000004,410,
wtsapi32.dll,file,firefox.exe,process,read,firefox.exe,1557247475675000000,410,
uxtheme.dll,file,firefox.exe,process,read,firefox.exe,1557247475675000001,410,
wtsapi32.dll,file,firefox.exe,process,read,firefox.exe,1557247475675000002,410,
wtsapi32.dll,file,firefox.exe,process,read,firefox.exe,1557247475675000003,410,
avrt.dll,file,firefox.exe,process,read,firefox.exe,1557247475676000000,410,
avrt.dll,file,firefox.exe,process,read,firefox.exe,1557247475676000001,410,
avrt.dll,file,firefox.exe,process,read,firefox.exe,1557247475676000002,410,
pdh.dll,file,firefox.exe,process,read,firefox.exe,1557247475676000003,410,
pdh.dll,file,firefox.exe,process,read,firefox.exe,1557247475676000004,410,
pdh.dll,file,firefox.exe,process,read,firefox.exe,1557247475676000005,410,
userenv.dll,file,firefox.exe,process,read,firefox.exe,1557247475677000000,410,
userenv.dll,file,firefox.exe,process,read,firefox.exe,1557247475677000001,410,
userenv.dll,file,firefox.exe,process,read,firefox.exe,1557247475677000002,410,
imm32.dll,file,firefox.exe,process,read,firefox.exe,1557247475678000000,410,
kernelbase.dll,file,firefox.exe,process,read,firefox.exe,1557247475682000000,410,
oleaut32.dll,file,firefox.exe,process,read,firefox.exe,1557247475684000000,410,
ole32.dll,file,firefox.exe,process,read,firefox.exe,1557247475685000000,410,
ntmarta.dll,file,firefox.exe,process,read,firefox.exe,1557247475689000000,410,
ntmarta.dll,file,firefox.exe,process,read,firefox.exe,1557247475689000001,410,
kbdus.dll,file,firefox.exe,process,read,firefox.exe,1557247475690000000,410,
kbdus.dll,file,firefox.exe,process,read,firefox.exe,1557247475690000001,410,
kbdus.dll,file,firefox.exe,process,read,firefox.exe,1557247475690000002,410,
rpcss.dll,file,firefox.exe,process,read,firefox.exe,1557247475691000000,410,
dbgcore.dll,file,firefox.exe,process,read,firefox.exe,1557247475705000000,410,
dbgcore.dll,file,firefox.exe,process,read,firefox.exe,1557247475705000001,410,
dbgcore.dll,file,firefox.exe,process,read,firefox.exe,1557247475706000000,410,
sortdefault.nls,file,firefox.exe,process,read,firefox.exe,1557247475707000000,410,
roaming,file,firefox.exe,process,read,firefox.exe,1557247475708000000,410,
file_root,file,firefox.exe,process,read,firefox.exe,1557247475709000000,410,
cldapi.dll,file,firefox.exe,process,read,firefox.exe,1557247475710000000,410,
cldapi.dll,file,firefox.exe,process,read,firefox.exe,1557247475710000001,410,
aepic.dll,file,firefox.exe,process,read,firefox.exe,1557247475711000000,410,
fltlib.dll,file,firefox.exe,process,read,firefox.exe,1557247475711000001,410,
aepic.dll,file,firefox.exe,process,read,firefox.exe,1557247475711000002,410,
