sourceId,sourceType,destinationId,destinationType,action,processName,timestamp,pid0,pid1
graph_head,process,-,process,start,graph_head,-1,-1,12.0
preferred,file,-,process,read,-,1557235860200000000,12,
file_root,file,-,process,read,-,1557236760965000000,12,
preferred,file,-,process,read,-,1557237703526000000,12,
certpoleng.dll,file,-,process,read,-,1557237720665000000,12,
certpoleng.dll,file,-,process,read,-,1557237720666000000,12,
ci.dll,file,-,process,read,-,1557237720686000000,12,
dnsapi.dll,file,-,process,read,-,1557237720688000000,12,
fveui.dll,file,-,process,read,-,1557237720689000000,12,
wuaueng.dll,file,-,process,read,-,1557237720691000000,12,
powershell.exe,file,-,process,read,-,1557237720691000001,12,
ngcrecovery.dll,file,-,process,read,-,1557237720692000000,12,
wkscli.dll,file,-,process,read,-,1557237720712000000,12,
wkscli.dll,file,-,process,read,-,1557237720712000001,12,
-,process,file_root,file,write,-,1557237721186000000,12,
netlogon,file,-,process,read,-,1557237721186000001,12,
file_root,file,-,process,read,-,1557237725690000000,12,
