sourceId,sourceType,destinationId,destinationType,action,processName,timestamp,pid0,pid1
graph_head,process,-,process,start,graph_head,-1,-1,449.0
file_root,file,-,process,read,-,1557235096170000000,449,
file_root,file,-,process,read,-,1557235096170000001,449,
file_root,file,-,process,read,-,1557235096170000002,449,
windows,file,-,process,read,-,1557235096171000000,449,
system32,file,-,process,read,-,1557235096171000001,449,
globalization,file,-,process,read,-,1557235100418000000,449,
registration,file,-,process,read,-,1557235100419000000,449,
sorting,file,-,process,read,-,1557235100419000001,449,
en-us,file,-,process,read,-,1557235100420000000,449,
wbem,file,-,process,read,-,1557235100420000001,449,
activationstore.dat.log2,file,-,process,read,-,1557236152832000000,449,
activationstore.dat.log1,file,-,process,read,-,1557236152832000001,449,
settings.dat.log1,file,-,process,read,-,1557236152833000000,449,
settings.dat,file,-,process,read,-,1557236152877000000,449,
settings.dat.log2,file,-,process,read,-,1557236152936000000,449,
program files,file,-,process,read,-,1557238063207000000,449,
openssh-win64,file,-,process,read,-,1557238063207000001,449,
en-us,file,-,process,read,-,1557238063208000000,449,
version.dll,file,-,process,read,-,1557238281684000000,449,
bcryptprimitives.dll,file,-,process,read,-,1557238281684000001,449,
msvcrt.dll,file,-,process,read,-,1557238281684000002,449,
vcruntime140.dll,file,-,process,read,-,1557238281684000003,449,
rpcrt4.dll,file,-,process,read,-,1557238281684000004,449,
mozglue.dll,file,-,process,read,-,1557238281684000005,449,
locale.nls,file,-,process,read,-,1557238281684000006,449,
gdi32full.dll,file,-,process,read,-,1557238281685000000,449,
winmmbase.dll,file,-,process,read,-,1557238281685000001,449,
lgpllibs.dll,file,-,process,read,-,1557238281685000002,449,
nss3.dll,file,-,process,read,-,1557238281685000003,449,
win32u.dll,file,-,process,read,-,1557238281685000004,449,
wsock32.dll,file,-,process,read,-,1557238281685000005,449,
combase.dll,file,-,process,read,-,1557238281686000000,449,
imm32.dll,file,-,process,read,-,1557238281686000001,449,
shlwapi.dll,file,-,process,read,-,1557238281686000002,449,
crypt32.dll,file,-,process,read,-,1557238281686000003,449,
powrprof.dll,file,-,process,read,-,1557238281686000004,449,
shell32.dll,file,-,process,read,-,1557238281686000005,449,
wintrust.dll,file,-,process,read,-,1557238281686000006,449,
avrt.dll,file,-,process,read,-,1557238281687000000,449,
usp10.dll,file,-,process,read,-,1557238281687000001,449,
uxtheme.dll,file,-,process,read,-,1557238281687000002,449,
wtsapi32.dll,file,-,process,read,-,1557238281687000003,449,
rpcss.dll,file,-,process,read,-,1557238281687000004,449,
iphlpapi.dll,file,-,process,read,-,1557238281687000005,449,
desktop.ini,file,-,process,read,-,1557238281688000000,449,
r***********d.clb,file,-,process,read,-,1557238281688000001,449,
cryptsp.dll,file,-,process,read,-,1557238281688000002,449,
cldapi.dll,file,-,process,read,-,1557238281688000003,449,
aepic.dll,file,-,process,read,-,1557238281688000004,449,
cversions.1.db,file,-,process,read,-,1557238281688000005,449,
d3d11.dll,file,-,process,read,-,1557239390913000000,449,
msptls.dll,file,-,process,read,-,1557239390913000001,449,
d3d10_1core.dll,file,-,process,read,-,1557239390913000002,449,
windowscodecs.dll,file,-,process,read,-,1557239390914000000,449,
wshqos.dll.mui,file,-,process,read,-,1557239390916000000,449,
winnsi.dll,file,-,process,read,-,1557239390916000001,449,
fwpuclnt.dll,file,-,process,read,-,1557239390916000002,449,
wshqos.dll,file,-,process,read,-,1557239390916000003,449,
webio.dll,file,-,process,read,-,1557239390916000004,449,
winnlsres.dll.mui,file,-,process,read,-,1557239390916000005,449,
apasixtheditionofficeonline.xsl,file,-,process,read,-,1557239390917000000,449,
chicago.xsl,file,-,process,read,-,1557239390917000001,449,
crypt32.dll.mui,file,-,process,read,-,1557239390917000002,449,
mskeyprotect.dll,file,-,process,read,-,1557239390917000003,449,
ntasn1.dll,file,-,process,read,-,1557239390917000004,449,
config15--lcid=1033&syslcid=1033&uilcid=1033&build=15.0.4569&crev=10,file,-,process,read,-,1557239390917000005,449,
dpapi.dll,file,-,process,read,-,1557239390918000000,449,
gb.xsl,file,-,process,read,-,1557239390918000001,449,
harvardanglia2008officeonline.xsl,file,-,process,read,-,1557239390918000002,449,
gostname.xsl,file,-,process,read,-,1557239390918000003,449,
gosttitle.xsl,file,-,process,read,-,1557239390918000004,449,
ieee2006officeonline.xsl,file,-,process,read,-,1557239390919000000,449,
iso690.xsl,file,-,process,read,-,1557239390919000001,449,
profapi.dll,file,-,process,read,-,1557240947434000000,449,
windows.storage.dll,file,-,process,read,-,1557240947434000001,449,
coremessaging.dll,file,-,process,read,-,1557240947435000000,449,
sortdefault.nls,file,-,process,read,-,1557240947435000001,449,
usermgrproxy.dll,file,-,process,read,-,1557240947435000002,449,
wuapihost.exe,file,-,process,read,-,1557240947435000003,449,
usermgrcli.dll,file,-,process,read,-,1557240947435000004,449,
vestoreeventhandlers.dll,file,-,process,read,-,1557240947435000005,449,
xmllite.dll,file,-,process,read,-,1557240947435000006,449,
ntmarta.dll,file,-,process,read,-,1557240947436000000,449,
sfc.dll,file,-,process,read,-,1557240947436000001,449,
wer.dll,file,-,process,read,-,1557240947436000002,449,
cryptbase.dll,file,-,process,read,-,1557240947436000003,449,
netprofm.dll,file,-,process,read,-,1557240947436000004,449,
$$_system32_**********.cdf-ms,file,-,process,read,-,1557240947436000005,449,
tzres.dll.mui,file,-,process,read,-,1557240947437000000,449,
policymanager.dll,file,-,process,read,-,1557240947437000001,449,
cfgmgr32.dll,file,-,process,read,-,1557240947437000002,449,
comctl32.dll,file,-,process,read,-,1557240947437000003,449,
accessories,file,-,process,read,-,1557241398399000000,449,
en-us,file,-,process,read,-,1557241398399000001,449,
users,file,-,process,read,-,1557241398399000002,449,
admin,file,-,process,read,-,1557241398399000003,449,
windows nt,file,-,process,read,-,1557241398399000004,449,
microsoft,file,-,process,read,-,1557241398400000000,449,
appdata,file,-,process,read,-,1557241398400000001,449,
windows,file,-,process,read,-,1557241398400000002,449,
caches,file,-,process,read,-,1557241398400000003,449,
local,file,-,process,read,-,1557241398400000004,449,
documents,file,-,process,read,-,1557241398401000000,449,
music,file,-,process,read,-,1557241398401000001,449,
desktop,file,-,process,read,-,1557241398401000002,449,
downloads,file,-,process,read,-,1557241398401000003,449,
onedrive,file,-,process,read,-,1557241398401000004,449,
pictures,file,-,process,read,-,1557241398402000000,449,
videos,file,-,process,read,-,1557241398402000001,449,
apppatch,file,-,process,read,-,1557241398402000002,449,
fonts,file,-,process,read,-,1557241398403000000,449,
amd64_microsoft.windows.gdiplus_**********_1.1.*****.125_none_**********,file,-,process,read,-,1557241398404000000,449,
amd64_microsoft.windows.common-controls_**********_6.0.*****.125_none_**********,file,-,process,read,-,1557241398404000001,449,
content-prefs.sqlite,file,-,process,read,-,1557241849481000000,449,
lmhosts,file,-,process,read,-,1557242399371000000,449,
-,process,**********.automaticdestinations-ms,file,write,-,1557242416714000000,449,
