sourceId,sourceType,destinationId,destinationType,action,processName,timestamp,pid0,pid1
graph_head,process,-,process,start,graph_head,-1,-1,580.0
-,process,cachedimage_1024_768_pos4.jpg,file,write,-,1557234668668000000,580,
file_root,file,-,process,read,-,1557235096170000000,580,
file_root,file,-,process,read,-,1557235096170000001,580,
file_root,file,-,process,read,-,1557235096170000002,580,
windows,file,-,process,read,-,1557235096171000000,580,
system32,file,-,process,read,-,1557235096171000001,580,
globalization,file,-,process,read,-,1557235100418000000,580,
sorting,file,-,process,read,-,1557235100419000000,580,
registration,file,-,process,read,-,1557235100419000001,580,
en-us,file,-,process,read,-,1557235100420000000,580,
wbem,file,-,process,read,-,1557235100420000001,580,
activationstore.dat.log1,file,-,process,read,-,1557236152832000000,580,
activationstore.dat.log2,file,-,process,read,-,1557236152832000001,580,
settings.dat.log1,file,-,process,read,-,1557236152833000000,580,
settings.dat,file,-,process,read,-,1557236152877000000,580,
settings.dat.log2,file,-,process,read,-,1557236152936000000,580,
program files,file,-,process,read,-,1557238063207000000,580,
openssh-win64,file,-,process,read,-,1557238063207000001,580,
en-us,file,-,process,read,-,1557238063208000000,580,
mozglue.dll,file,-,process,read,-,1557238281684000000,580,
locale.nls,file,-,process,read,-,1557238281684000001,580,
msvcrt.dll,file,-,process,read,-,1557238281684000002,580,
rpcrt4.dll,file,-,process,read,-,1557238281684000003,580,
version.dll,file,-,process,read,-,1557238281684000004,580,
bcryptprimitives.dll,file,-,process,read,-,1557238281684000005,580,
vcruntime140.dll,file,-,process,read,-,1557238281684000006,580,
win32u.dll,file,-,process,read,-,1557238281685000000,580,
wsock32.dll,file,-,process,read,-,1557238281685000001,580,
winmmbase.dll,file,-,process,read,-,1557238281685000002,580,
gdi32full.dll,file,-,process,read,-,1557238281685000003,580,
nss3.dll,file,-,process,read,-,1557238281685000004,580,
lgpllibs.dll,file,-,process,read,-,1557238281685000005,580,
wintrust.dll,file,-,process,read,-,1557238281686000000,580,
crypt32.dll,file,-,process,read,-,1557238281686000001,580,
combase.dll,file,-,process,read,-,1557238281686000002,580,
imm32.dll,file,-,process,read,-,1557238281686000003,580,
shlwapi.dll,file,-,process,read,-,1557238281686000004,580,
powrprof.dll,file,-,process,read,-,1557238281686000005,580,
shell32.dll,file,-,process,read,-,1557238281686000006,580,
uxtheme.dll,file,-,process,read,-,1557238281687000000,580,
rpcss.dll,file,-,process,read,-,1557238281687000001,580,
iphlpapi.dll,file,-,process,read,-,1557238281687000002,580,
avrt.dll,file,-,process,read,-,1557238281687000003,580,
usp10.dll,file,-,process,read,-,1557238281687000004,580,
