sourceId,sourceType,destinationId,destinationType,action,processName,timestamp,pid0,pid1
graph_head,process,smss.exe,process,start,graph_head,-1,-1,653.0
bootstat.dat,file,smss.exe,process,read,smss.exe,1522850348296000000,653,
csrss.exe,file,smss.exe,process,read,smss.exe,1522850349067000000,653,
win32k.sys,file,smss.exe,process,read,smss.exe,1522850349067000001,653,
win32kbase.sys,file,smss.exe,process,read,smss.exe,1522850349067000002,653,
win32kfull.sys,file,smss.exe,process,read,smss.exe,1522850349067000003,653,
smss.exe,file,smss.exe,process,read,smss.exe,1522850349067000004,653,
ntdll.dll,file,smss.exe,process,read,smss.exe,1522850349067000005,653,
win32kbase.sys.mui,file,smss.exe,process,read,smss.exe,1522850349068000000,653,
hidparse.sys,file,smss.exe,process,read,smss.exe,1522850349068000001,653,
watchdog.sys,file,smss.exe,process,read,smss.exe,1522850349068000002,653,
dxgkrnl.sys,file,smss.exe,process,read,smss.exe,1522850349068000003,653,
system32,file,smss.exe,process,read,smss.exe,1522850349237000000,653,
windows,file,smss.exe,process,read,smss.exe,1522850349237000001,653,
file_root,file,smss.exe,process,read,smss.exe,1522850349237000002,653,
file_root,file,smss.exe,process,read,smss.exe,1522850349237000003,653,
assembly,file,smss.exe,process,read,smss.exe,1522850349237000004,653,
en-us,file,smss.exe,process,read,smss.exe,1522850349238000000,653,
file_root,file,smss.exe,process,read,smss.exe,1522850349417000000,653,
file_root,file,smss.exe,process,read,smss.exe,1522850349417000001,653,
smss.exe,process,windows,file,write,smss.exe,1522850365078000000,653,
svchost.exe.mui,file,smss.exe,process,read,smss.exe,1522850389872000000,653,
rpcss.dll,file,smss.exe,process,read,smss.exe,1522850389872000001,653,
ole32.dll,file,smss.exe,process,read,smss.exe,1522850389872000002,653,
locale.nls,file,smss.exe,process,read,smss.exe,1522850389872000003,653,
winnlsres.dll,file,smss.exe,process,read,smss.exe,1522850389873000000,653,
winnlsres.dll.mui,file,smss.exe,process,read,smss.exe,1522850389873000001,653,
r***********d.clb,file,smss.exe,process,read,smss.exe,1522850389873000002,653,
sortdefault.nls,file,smss.exe,process,read,smss.exe,1522850389873000003,653,
kernelbase.dll.mui,file,smss.exe,process,read,smss.exe,1522850389873000004,653,
sechost.dll,file,smss.exe,process,read,smss.exe,1522850389877000000,653,
user32.dll,file,smss.exe,process,read,smss.exe,1522850389877000001,653,
rpcrt4.dll,file,smss.exe,process,read,smss.exe,1522850389877000002,653,
svchost.exe,file,smss.exe,process,read,smss.exe,1522850389877000003,653,
ucrtbase.dll,file,smss.exe,process,read,smss.exe,1522850389877000004,653,
combase.dll,file,smss.exe,process,read,smss.exe,1522850389877000005,653,
win32u.dll,file,smss.exe,process,read,smss.exe,1522850389877000006,653,
msvcrt.dll,file,smss.exe,process,read,smss.exe,1522850389877000007,653,
kernelbase.dll,file,smss.exe,process,read,smss.exe,1522850389877000008,653,
kernel.appcore.dll,file,smss.exe,process,read,smss.exe,1522850389877000009,653,
gdi32.dll,file,smss.exe,process,read,smss.exe,1522850389877000010,653,
bcryptprimitives.dll,file,smss.exe,process,read,smss.exe,1522850389877000011,653,
kernel32.dll,file,smss.exe,process,read,smss.exe,1522850389877000012,653,
gdi32full.dll,file,smss.exe,process,read,smss.exe,1522850389877000013,653,
bcd.dll,file,smss.exe,process,read,smss.exe,1522850389878000000,653,
flightsettings.dll,file,smss.exe,process,read,smss.exe,1522850389878000001,653,
cfgmgr32.dll,file,smss.exe,process,read,smss.exe,1522850389878000002,653,
cryptsp.dll,file,smss.exe,process,read,smss.exe,1522850389878000003,653,
crypt32.dll,file,smss.exe,process,read,smss.exe,1522850389878000004,653,
msvcp_win.dll,file,smss.exe,process,read,smss.exe,1522850389878000005,653,
winhttp.dll,file,smss.exe,process,read,smss.exe,1522850389878000006,653,
oleaut32.dll,file,smss.exe,process,read,smss.exe,1522850389878000007,653,
advapi32.dll,file,smss.exe,process,read,smss.exe,1522850389878000008,653,
wintrust.dll,file,smss.exe,process,read,smss.exe,1522850389878000009,653,
wldp.dll,file,smss.exe,process,read,smss.exe,1522850389878000010,653,
msasn1.dll,file,smss.exe,process,read,smss.exe,1522850389878000011,653,
shcore.dll,file,smss.exe,process,read,smss.exe,1522850389878000012,653,
clbcatq.dll,file,smss.exe,process,read,smss.exe,1522850389878000013,653,
wtsapi32.dll,file,smss.exe,process,read,smss.exe,1522850389878000014,653,
wpnapps.dll,file,smss.exe,process,read,smss.exe,1522850389879000000,653,
utcutil.dll,file,smss.exe,process,read,smss.exe,1522850389879000001,653,
twinapi.appcore.dll,file,smss.exe,process,read,smss.exe,1522850389879000002,653,
updatepolicy.dll,file,smss.exe,process,read,smss.exe,1522850389879000003,653,
policymanager.dll,file,smss.exe,process,read,smss.exe,1522850389879000004,653,
xmllite.dll,file,smss.exe,process,read,smss.exe,1522850389879000005,653,
bcrypt.dll,file,smss.exe,process,read,smss.exe,1522850389879000006,653,
msvcp110_win.dll,file,smss.exe,process,read,smss.exe,1522850389879000007,653,
rmclient.dll,file,smss.exe,process,read,smss.exe,1522850389879000008,653,
windows.web.dll,file,smss.exe,process,read,smss.exe,1522850389879000009,653,
iertutil.dll,file,smss.exe,process,read,smss.exe,1522850389879000010,653,
winsta.dll,file,smss.exe,process,read,smss.exe,1522850389879000011,653,
onecorecommonproxystub.dll,file,smss.exe,process,read,smss.exe,1522850389879000012,653,
onecoreuapcommonproxystub.dll,file,smss.exe,process,read,smss.exe,1522850389879000013,653,
wintypes.dll,file,smss.exe,process,read,smss.exe,1522850389879000014,653,
wcmapi.dll,file,smss.exe,process,read,smss.exe,1522850389880000000,653,
wwapi.dll,file,smss.exe,process,read,smss.exe,1522850389880000001,653,
nsi.dll,file,smss.exe,process,read,smss.exe,1522850389880000002,653,
rsaenh.dll,file,smss.exe,process,read,smss.exe,1522850389880000003,653,
dcntel.dll,file,smss.exe,process,read,smss.exe,1522850389880000004,653,
windows.networking.connectivity.dll,file,smss.exe,process,read,smss.exe,1522850389880000005,653,
ntmarta.dll,file,smss.exe,process,read,smss.exe,1522850389880000006,653,
powrprof.dll,file,smss.exe,process,read,smss.exe,1522850389880000007,653,
netutils.dll,file,smss.exe,process,read,smss.exe,1522850389880000008,653,
npmproxy.dll,file,smss.exe,process,read,smss.exe,1522850389880000009,653,
wlanapi.dll,file,smss.exe,process,read,smss.exe,1522850389880000010,653,
iphlpapi.dll,file,smss.exe,process,read,smss.exe,1522850389880000011,653,
cryptbase.dll,file,smss.exe,process,read,smss.exe,1522850389880000012,653,
userenv.dll,file,smss.exe,process,read,smss.exe,1522850389880000013,653,
logoncli.dll,file,smss.exe,process,read,smss.exe,1522850389880000014,653,
profapi.dll,file,smss.exe,process,read,smss.exe,1522850389880000015,653,
dnsapi.dll,file,smss.exe,process,read,smss.exe,1522850389881000000,653,
ondemandconnroutehelper.dll,file,smss.exe,process,read,smss.exe,1522850389881000001,653,
dhcpcsvc.dll,file,smss.exe,process,read,smss.exe,1522850389881000002,653,
mswsock.dll,file,smss.exe,process,read,smss.exe,1522850389881000003,653,
rasadhlp.dll,file,smss.exe,process,read,smss.exe,1522850389881000004,653,
windows.security.authentication.web.core.dll,file,smss.exe,process,read,smss.exe,1522850389881000005,653,
sspicli.dll,file,smss.exe,process,read,smss.exe,1522850389881000006,653,
ws2_32.dll,file,smss.exe,process,read,smss.exe,1522850389881000007,653,
dusmapi.dll,file,smss.exe,process,read,smss.exe,1522850389881000008,653,
winnsi.dll,file,smss.exe,process,read,smss.exe,1522850389881000009,653,
webio.dll,file,smss.exe,process,read,smss.exe,1522850389881000010,653,
dpapi.dll,file,smss.exe,process,read,smss.exe,1522850389881000011,653,
windows.security.authentication.onlineid.dll,file,smss.exe,process,read,smss.exe,1522850389881000012,653,
dhcpcsvc6.dll,file,smss.exe,process,read,smss.exe,1522850389881000013,653,
