sourceId,sourceType,destinationId,destinationType,action,processName,timestamp,pid0,pid1
graph_head,process,firefox.exe,process,start,graph_head,-1,-1,159.0
doomed,file,firefox.exe,process,read,firefox.exe,1523547261858000000,159,
places.sqlite,file,firefox.exe,process,read,firefox.exe,1523547262775000000,159,
webappsstore.sqlite-shm,file,firefox.exe,process,read,firefox.exe,1523547263873000000,159,
cookies.sqlite,file,firefox.exe,process,read,firefox.exe,1523547264062000000,159,
cookies.sqlite-shm,file,firefox.exe,process,read,firefox.exe,1523547264065000000,159,
allow-flashallow-digest256.sbstore,file,firefox.exe,process,read,firefox.exe,1523547266607000000,159,
base-track-digest256.sbstore,file,firefox.exe,process,read,firefox.exe,1523547266613000000,159,
block-flash-digest256.pset,file,firefox.exe,process,read,firefox.exe,1523547266614000000,159,
except-flashallow-digest256.sbstore,file,firefox.exe,process,read,firefox.exe,1523547266626000000,159,
except-flashinfobar-digest256.pset,file,firefox.exe,process,read,firefox.exe,1523547266627000000,159,
except-flashinfobar-digest256.sbstore,file,firefox.exe,process,read,firefox.exe,1523547266628000000,159,
except-flashsubdoc-digest256.sbstore,file,firefox.exe,process,read,firefox.exe,1523547266640000000,159,
mozplugin-block-digest256.pset,file,firefox.exe,process,read,firefox.exe,1523547266641000000,159,
mozplugin-block-digest256.sbstore,file,firefox.exe,process,read,firefox.exe,1523547266643000000,159,
mozstd-trackwhite-digest256.sbstore,file,firefox.exe,process,read,firefox.exe,1523547266658000000,159,
test-block-simple.pset,file,firefox.exe,process,read,firefox.exe,1523547266660000000,159,
test-flash-simple.sbstore,file,firefox.exe,process,read,firefox.exe,1523547266666000000,159,
test-flashallow-simple.pset,file,firefox.exe,process,read,firefox.exe,1523547266667000000,159,
test-flashsubdoc-simple.sbstore,file,firefox.exe,process,read,firefox.exe,1523547266671000000,159,
test-harmful-simple.pset,file,firefox.exe,process,read,firefox.exe,1523547266672000000,159,
test-malware-simple.pset,file,firefox.exe,process,read,firefox.exe,1523547266677000000,159,
test-malware-simple.sbstore,file,firefox.exe,process,read,firefox.exe,1523547266678000000,159,
test-track-simple.pset,file,firefox.exe,process,read,firefox.exe,1523547266684000000,159,
test-trackwhite-simple.pset,file,firefox.exe,process,read,firefox.exe,1523547266687000000,159,
testexcept-flashsubdoc-simple.pset,file,firefox.exe,process,read,firefox.exe,1523547266703000000,159,
testexcept-flashsubdoc-simple.sbstore,file,firefox.exe,process,read,firefox.exe,1523547266707000000,159,
safebrowsing-updating,file,firefox.exe,process,read,firefox.exe,1523547267262000000,159,
formhistory.sqlite,file,firefox.exe,process,read,firefox.exe,1523547271143000000,159,
****************************************,file,firefox.exe,process,read,firefox.exe,1523547277623000000,159,
****************************************,file,firefox.exe,process,read,firefox.exe,1523547277623000001,159,
