sourceId,sourceType,destinationId,destinationType,action,processName,timestamp,pid0,pid1
graph_head,process,msmpeng.exe,process,start,graph_head,-1,-1,1470.0
svchost.exe-afde613f.pf,file,msmpeng.exe,process,read,msmpeng.exe,1523274116445000000,1470,
msvcrt.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274185379000000,1470,
kernelbase.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274185379000001,1470,
combase.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274185380000000,1470,
twinapi.appcore.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274185383000000,1470,
bcrypt.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274185386000000,1470,
user32.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274185388000000,1470,
gdi32.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274185390000000,1470,
gdi32full.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274185390000001,1470,
imm32.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274185392000000,1470,
starttiledata.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274185395000000,1470,
powrprof.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274185396000000,1470,
sspicli.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274185399000000,1470,
usermgrproxy.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274185402000000,1470,
shellcommoncommonproxystub.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274185405000000,1470,
tvnserver.exe,file,msmpeng.exe,process,read,msmpeng.exe,1523274357483000000,1470,
psapi.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274357489000000,1470,
uxtheme.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274380763000000,1470,
crypt32.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274445203000000,1470,
dpapi.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274445216000000,1470,
cryptbase.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274445223000000,1470,
svchost.exe,file,msmpeng.exe,process,read,msmpeng.exe,1523274445258000000,1470,
wldp.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274445312000000,1470,
wintrust.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274445312000001,1470,
msauserext.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523274445322000000,1470,
netprofm.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523275455134000000,1470,
staterepository-machine.srd-shm,file,msmpeng.exe,process,read,msmpeng.exe,1523275469521000000,1470,
wlidsvc.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523277548263000000,1470,
clipc.dll,file,msmpeng.exe,process,read,msmpeng.exe,1523277548266000000,1470,
