sourceId,sourceType,destinationId,destinationType,action,processName,timestamp,pid0,pid1
graph_head,process,firefox.exe,process,start,graph_head,-1,-1,210.0
lastcrash,file,firefox.exe,process,read,firefox.exe,1523545308958000000,210,
doomed,file,firefox.exe,process,read,firefox.exe,1523545309248000000,210,
places.sqlite,file,firefox.exe,process,read,firefox.exe,1523545309861000000,210,
cookies.sqlite,file,firefox.exe,process,read,firefox.exe,1523545311614000000,210,
cookies.sqlite-shm,file,firefox.exe,process,read,firefox.exe,1523545311621000000,210,
cookies.sqlite-wal,file,firefox.exe,process,read,firefox.exe,1523545311621000001,210,
allow-flashallow-digest256.sbstore,file,firefox.exe,process,read,firefox.exe,1523545313434000000,210,
base-track-digest256.sbstore,file,firefox.exe,process,read,firefox.exe,1523545313440000000,210,
block-flash-digest256.pset,file,firefox.exe,process,read,firefox.exe,1523545313441000000,210,
except-flashallow-digest256.sbstore,file,firefox.exe,process,read,firefox.exe,1523545313469000000,210,
except-flashinfobar-digest256.pset,file,firefox.exe,process,read,firefox.exe,1523545313470000000,210,
except-flashinfobar-digest256.sbstore,file,firefox.exe,process,read,firefox.exe,1523545313474000000,210,
except-flashsubdoc-digest256.sbstore,file,firefox.exe,process,read,firefox.exe,1523545313478000000,210,
mozplugin-block-digest256.pset,file,firefox.exe,process,read,firefox.exe,1523545313480000000,210,
mozplugin-block-digest256.sbstore,file,firefox.exe,process,read,firefox.exe,1523545313484000000,210,
mozstd-trackwhite-digest256.sbstore,file,firefox.exe,process,read,firefox.exe,1523545313498000000,210,
test-block-simple.pset,file,firefox.exe,process,read,firefox.exe,1523545313500000000,210,
test-flash-simple.sbstore,file,firefox.exe,process,read,firefox.exe,1523545313509000000,210,
test-flashsubdoc-simple.sbstore,file,firefox.exe,process,read,firefox.exe,1523545313520000000,210,
test-harmful-simple.pset,file,firefox.exe,process,read,firefox.exe,1523545313522000000,210,
test-malware-simple.pset,file,firefox.exe,process,read,firefox.exe,1523545313528000000,210,
test-malware-simple.sbstore,file,firefox.exe,process,read,firefox.exe,1523545313531000000,210,
test-track-simple.pset,file,firefox.exe,process,read,firefox.exe,1523545313539000000,210,
test-trackwhite-simple.pset,file,firefox.exe,process,read,firefox.exe,1523545313544000000,210,
testexcept-flashsubdoc-simple.pset,file,firefox.exe,process,read,firefox.exe,1523545313565000000,210,
testexcept-flashsubdoc-simple.sbstore,file,firefox.exe,process,read,firefox.exe,1523545313577000000,210,
webappsstore.sqlite-shm,file,firefox.exe,process,read,firefox.exe,1523545313620000000,210,
safebrowsing-updating,file,firefox.exe,process,read,firefox.exe,1523545314238000000,210,
