sourceId,sourceType,destinationId,destinationType,action,processName,timestamp,pid0,pid1
graph_head,process,explorer.exe,process,start,graph_head,-1,-1,836.0
tropical,file,explorer.exe,process,read,explorer.exe,1558110433897000000,836,
explorer.exe,process,explorer.exe,process,start,explorer.exe,1558111544178000000,836,761.0
explorer.exe,process,explorer.exe,process,start,explorer.exe,1558111544179000000,761,892.0
explorer.exe,process,thunderbird.exe,process,start,explorer.exe,1558112459356000000,836,740.0
explorer.exe,process,explorer.exe,process,start,explorer.exe,1558112459434000000,836,759.0
explorer.exe,process,explorer.exe,process,start,explorer.exe,1558112459435000000,836,714.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459596000000,740,13.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459791000000,740,864.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459829000000,740,885.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459830000000,740,930.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459852000000,740,942.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459879000000,740,346.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459880000000,740,908.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459891000000,740,916.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459891000001,740,442.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459891000002,740,870.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459924000000,740,471.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459935000000,740,898.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459936000000,740,336.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459936000001,740,883.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459939000000,740,918.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459939000001,740,850.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459954000000,740,338.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459991000000,740,468.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112459992000000,740,887.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112460110000000,740,459.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112460123000000,740,914.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112460205000000,740,901.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112460216000000,740,489.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112460226000000,740,868.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112460274000000,740,861.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112460302000000,740,460.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112460433000000,740,339.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112460502000000,740,840.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112460590000000,740,934.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112460597000000,740,915.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112460609000000,740,926.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112460637000000,740,882.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112460971000000,740,888.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112461030000000,740,921.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112461045000000,740,10.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112461156000000,740,906.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112461192000000,740,879.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112461999000000,740,853.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112462093000000,740,486.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112462094000000,740,348.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112462391000000,740,889.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112462516000000,740,891.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112463615000000,740,894.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112463646000000,740,875.0
thunderbird.exe,process,msgfilterrules-1.dat,file,write,thunderbird.exe,1558112463691000000,740,
thunderbird.exe,process,$logfile,file,write,thunderbird.exe,1558112463691000001,740,
thunderbird.exe,process,$mft,file,write,thunderbird.exe,1558112463708000000,740,
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112464481000000,740,939.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112464481000001,740,843.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112464482000000,740,909.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112464513000000,740,7.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112464532000000,740,457.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112464533000000,740,877.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112464549000000,740,886.0
thunderbird.exe,process,panacea.dat,file,write,thunderbird.exe,1558112464863000000,740,
thunderbird.exe,process,inbox.msf,file,write,thunderbird.exe,1558112464863000001,740,
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112464977000000,740,873.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112464979000000,740,922.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112464979000001,740,344.0
thunderbird.exe,process,inbox,file,write,thunderbird.exe,1558112465542000000,740,
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112468361000000,740,904.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112470613000000,740,902.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112471021000000,740,334.0
thunderbird.exe,process,drafts.msf,file,write,thunderbird.exe,1558112471425000000,740,
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112471431000000,740,912.0
thunderbird.exe,process,drafts,file,write,thunderbird.exe,1558112471654000000,740,
thunderbird.exe,process,sent.msf,file,write,thunderbird.exe,1558112471835000000,740,
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112471836000000,740,945.0
thunderbird.exe,process,sent,file,write,thunderbird.exe,1558112471917000000,740,
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112472414000000,740,933.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112473009000000,740,897.0
thunderbird.exe,process,history.mab,file,write,thunderbird.exe,1558112505220000000,740,
thunderbird.exe,process,nsemail.html,file,write,thunderbird.exe,1558112505278000000,740,
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112506218000000,740,911.0
thunderbird.exe,process,nsmail.tmp,file,write,thunderbird.exe,1558112506219000000,740,
thunderbird.exe,process,nsemail-8.eml,file,write,thunderbird.exe,1558112506241000000,740,
thunderbird.exe,process,nscopy.tmp,file,write,thunderbird.exe,1558112506951000000,740,
thunderbird.exe,process,foldertree-1.json,file,write,thunderbird.exe,1558112517410000000,740,
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112517597000000,740,924.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112517644000000,740,928.0
thunderbird.exe,process,thunderbird.exe,process,start,thunderbird.exe,1558112517654000000,740,848.0
